,author,text,gender,age
25,02ae95de-7ee3-453a-978d-25d28b3f1a88,"""Helps to have a map!""
No. No it doesn't.
http://t.co/zFfXa1JfN9		",M,25-34
26,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Remember the time you paid 10 grand for  ""Celebrity fashion without airbrushing"" pics? So do these people: http://t.co/iDvYn5FY2p		",M,25-34
27,02ae95de-7ee3-453a-978d-25d28b3f1a88,Steam's down. Wonder if that's because of the new music stuff?		,M,25-34
28,02ae95de-7ee3-453a-978d-25d28b3f1a88,"Play this. Now, tomorrow, during lunch, whenever. It's only 5 minutes, but it's awesome: http://t.co/LCJKWXXAWy		",M,25-34
29,02ae95de-7ee3-453a-978d-25d28b3f1a88,First time I bought a key for DOTA2 treasure chest: Baby Roshan. Pretty sweet deal.		,M,25-34
30,02ae95de-7ee3-453a-978d-25d28b3f1a88,"Hah! That shit's golden, Telltale! http://t.co/Bs3VwRCRzd		",M,25-34
31,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Are you still looking for people? I can free up some time and be (almost) completely dedicated the next month(s).		,M,25-34
32,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username I threw up some isometric examples at https://t.co/eBHrIdFtBJ (assuming you want to stick with the RPGmaker perspective)		,M,25-34
33,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Not many developers/companies would opt out of lots of money because something's addictive. I respect you for that.		,M,25-34
34,02ae95de-7ee3-453a-978d-25d28b3f1a88,Now that's a proper free to play Dungeon Keeper!		,M,25-34
35,02ae95de-7ee3-453a-978d-25d28b3f1a88,"http://t.co/Am1vJnMrjr
I like this.		",M,25-34
36,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username  How do they not help? I find it very useful to know if a game has been designed for touchscreen, controller or KBM.		",M,25-34
37,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Remember that fake Twitch-LoL video from this afternoon? Here's a REAL Twitch-Plays-Dota channel: http://t.co/LQdUtiWq2x		,M,25-34
38,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Thanks for reminding me/us to disable adblock for places I regularly visit. Because it's often a fairer trade that TV/radio.		,M,25-34
39,02ae95de-7ee3-453a-978d-25d28b3f1a88,"Mini Metro http://t.co/XYeHJ47bGm Quite a novel idea: build your own growing metro system. Not sure about longevity/replayability, though.		",M,25-34
40,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username How about keeping the same root word and call them BullVids?		,M,25-34
41,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Coil, because of its several experiments. Mirror's Edge, because of its absence. And whichever game started radial menus. Crysis?		",M,25-34
42,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Consider that a free game thrown in by the gods, for your generous purchases.		",M,25-34
43,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username ""Luft"" means air, not red. And ""rauser"" probably stems from the Dutch verb ""rouzen"", playing wildly or ""razen"", rage/storm.		",M,25-34
44,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Did you guys just change all your youtube video thumbnails or have I not paid proper attention lately?		,M,25-34
45,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username @username Do you also know about https://t.co/6SYVXc4GfN ?		,M,25-34
46,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Is this april fools or did they really start a website on April 1st with the plan of confusing people on -every- anniversary?		,M,25-34
47,02ae95de-7ee3-453a-978d-25d28b3f1a88,"Whelp. @username wanted drama. He got drama. Can the devs get a nice game jam now, since that's what they wanted? #GAME_JAM		",M,25-34
48,02ae95de-7ee3-453a-978d-25d28b3f1a88,"Great april fools joke! Anita Sarkeesian receiving ""GDC Ambassador award"" for making 5 videos in two years' time. http://t.co/Wjl343UZLU		",M,25-34
49,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username For a moment I thought I was reading about a game from @username		,M,25-34
50,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Your avvy is now black/red/white. Does this mean future content will be in Betrayer-vision?		,M,25-34
51,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Hey I wanted to inform you that Potato Dungeon seems to be borked right now. Clicking to ride Pard doesn't work. For me anyways.		,M,25-34
52,02ae95de-7ee3-453a-978d-25d28b3f1a88,"Not fond of new @username design. Discrover shows less per page, and the menu bar shows less lines so I must scroll to get to my playlists.		",M,25-34
53,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username It's a carefully planned deal. He asked both for the exact same amount, so he's raking in cash but staying neutral.		",M,25-34
54,02ae95de-7ee3-453a-978d-25d28b3f1a88,"Combine any random music term in youtube, it probably has it. Raprock. Acapella metal. Industrial Jazz. Celtic chiptunes. Gregorian dubstep.		",M,25-34
55,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username I feel like I can 'express myself' less right now. It's all white. Will there be a way to change style besides just link color??		,M,25-34
56,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username Harold and Kumar walk Down the Aisle. Because racial inclusivity, of course. ;)		",M,25-34
57,02ae95de-7ee3-453a-978d-25d28b3f1a88,"Just crashed in to more bugs in 45 minutes on the bike, than in the past two weeks of game development.		",M,25-34
58,02ae95de-7ee3-453a-978d-25d28b3f1a88,"Goddamnit I hate it when a commenting system forces you to first register, but meanwhile doesn't save your typed post. @username #lookingatu		",M,25-34
59,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username is the new UI broken or just badly designed? I can no longer sort albums or search queries by name/artist/album/length/rating...		,M,25-34
60,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username @username Yes. But only cool people.		,M,25-34
61,02ae95de-7ee3-453a-978d-25d28b3f1a88,Might be cool for portfolios: @username: Horizontal scrolling single page template (also on Github): http://t.co/hCc5D07nze  #html5 #css3		,M,25-34
62,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username I wonder how many people realized what horrible things they sometimes say. Good luck, best wishes, and dump that lump!		",M,25-34
63,02ae95de-7ee3-453a-978d-25d28b3f1a88,Just rode past some kids biking ~25 km for some @username . I guess that's pretty healthy in the end?		,M,25-34
64,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username If you sit like this and stare past your crotch, it probably is. But only barely .http://t.co/rHhCiJSBcH		",M,25-34
65,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Here's hoping this will wake people up a bit about greenlight / early access / kickstarter, right?		",M,25-34
66,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username What you're saying is, you're now opening a P.O. box under the name of CynicalCox?		",M,25-34
67,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username You hypocrite, you. Closing down your P.O. box for other companies but still accepting bribes from Polaris! Bias. BIAS!!		",M,25-34
68,02ae95de-7ee3-453a-978d-25d28b3f1a88,Yay mustasch! http://t.co/D0ZqTeL8z7		,M,25-34
69,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username Jim is, in fact, a Drag King. In real life he is an ethereal spirit, but for his shows he dresses up as a man.		",M,25-34
70,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username The point is not better because 'harder' but 'balanced against lame exploits'; it means you actually think/engage with the game.		,M,25-34
71,02ae95de-7ee3-453a-978d-25d28b3f1a88,This should be enough energydrink for at LEAST two days... http://t.co/vQVmlkjcot		,M,25-34
72,02ae95de-7ee3-453a-978d-25d28b3f1a88,Bad pixel shirts are one of those things that annoy and bother me more than they probably should... http://t.co/b6fC4bNsUA		,M,25-34
73,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username So what do we call this kind of review score? Hate.strife out of ten?		,M,25-34
74,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username http://t.co/nbAGARjCmg Good Old Gaming, a store kinda like Steam, Origin, but aimed at retro/indie more than AAA.		",M,25-34
75,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username U.S. healthcare; it'll cost you an arm and a leg either way...		,M,25-34
76,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Get the spambots under control, please. http://t.co/jLab9xuvp0 http://t.co/Yel8VPY1mn http://t.co/cenhgIaW3c http://t.co/k1CFBUjxDk		",M,25-34
77,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username and here's yet another one: http://t.co/9NoCYffgCR		,M,25-34
78,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username More spammers. Clean them up. http://t.co/VtTHVTUk00 http://t.co/uVfXbD7lNj		,M,25-34
79,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username No, but I can reccommend you a great shirt: https://t.co/nlkzlrZEnY		",M,25-34
80,02ae95de-7ee3-453a-978d-25d28b3f1a88,"Turns out, you should not attempt to run 4 km barefoot when you haven't done so in three years. Ouch.		",M,25-34
81,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username Whoa whoa whoa. Not JUST a black baseball cap, one with a VERY iconic stitchy liny logo thing! http://t.co/sKMmh2gi4z		",M,25-34
82,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username Half-life? No, no. Carmack made Doom, Quake, Rage. Half-life is from @username.		",M,25-34
83,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username @username WHY? IS THERE SOMETHING WRONG WITH THEM? ARE THE ADS TOO SILENT TO HEAR FOR YOU? WE ARE NOT HAVING THAT ISSUE.		,M,25-34
84,02ae95de-7ee3-453a-978d-25d28b3f1a88,Going to try and get something done for #lowrezjam 2014. 5 days left so it's gonna be tight. But I know what I'm gonna make: a 16x9 fighter.		,M,25-34
85,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username I'm not seeing the problem with that #lowrezjam workfile. Looks perfectly usable. http://t.co/Pv9PpWSKRw		,M,25-34
86,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username As long as everything is in nice sprite strips I'm happy. For small stuff like this panning around is easier than tabs/windows.		,M,25-34
87,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Face pulp, actually. I should probably have scaled up the image 200% =P. Heck I'm working small enough to make the game 200%		",M,25-34
88,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username I'd like to know which devs you consider upstanding/trustworthy what with Nintendo greed, Watchdog graphics and 1/2		",M,25-34
89,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username indies such as Towns and that recent plane game (air control?). Who do you like, still? 2/2		",M,25-34
90,02ae95de-7ee3-453a-978d-25d28b3f1a88,I just spent an absurd amount of time playing with this remarkable online SID keyboard emulator: http://t.co/3udwseNUOk		,M,25-34
91,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username While your point is true, you're not the best advocate. Lots of women feature their looks. #NotAllWomen http://t.co/rimrZzEAfJ		",M,25-34
92,02ae95de-7ee3-453a-978d-25d28b3f1a88,The times when your dog wants to eat the rotting half-corpse of a mouse and you have to pluck it out of her mouth... http://t.co/B6UO3JwjSK		,M,25-34
93,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Hey I wanted to check if you were aware of this Pixel Pig game using your artwork. http://t.co/nD2EBUCqCH		,M,25-34
94,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Good vid, but missing one element; presentation. Host as much content as possible, have curated lists of 'the best', 'the new' 1/2		",M,25-34
95,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username 'the interesting' and so on. Make it easier to navigate, empowering critics/users. Not curation, but promotion/navigation. (2/2)		",M,25-34
96,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Wow, this was great. I love simple games like these that require very little time/complexity to convey a strong idea.		",M,25-34
97,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Oh no! http://t.co/WEENVxgVcv is offline, as are the forums. Sound the alarms! SOUND THE ALARMS!		",M,25-34
98,02ae95de-7ee3-453a-978d-25d28b3f1a88,@username @username the concentric pattern makes me wonder if dithering could make the layer transition more natural looking.		,M,25-34
99,02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username With facebook in your future, does this mean we might finally get a legitimate desktop version of WhatsApp?		",M,25-34
100,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"""If you fight for a cause then fight for a cause!"" http://youtu.be/fFb3u6kzdAY #riots #truth		",M,25-34
101,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Wow. This is a really REALLY cool Wheatley. http://www.youtube.com/watch?v=YzG94ct2d5k		,M,25-34
102,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Do you still model props/build levels for your current games or is it purely designing and delegating?		,M,25-34
103,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,RT @username: 'DRM scheme that ENCOURAGES piracy is insane.'		,M,25-34
104,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username No, dear god, no. You should buy something like this instead. It's even red&black! http://t.co/Z1k7OsH		",M,25-34
105,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,This is cute and stuff. http://t.co/vnhHczd		,M,25-34
106,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Seems my Lowpoly Contest is quite a success. I wonder how many more people enter during this weekend... http://t.co/t1tkL6X		,M,25-34
107,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username http://t.co/tNCOEzeZ More like Designer From Hell... Semi-bold is a perfectly valid request: http://t.co/EKQ8pd7V		,M,25-34
108,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,It looks like... LG has finally pushed an upgrade for my phone!?¡¿ No more Android Cupcake 1.5!		,M,25-34
109,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Yesssss. Yes yes yes. It's now running froyo 2.2.2.		,M,25-34
110,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"If I ever turn out to be absurdely rich, I'm going to buy a Clenet. http://t.co/eb5CLrko		",M,25-34
111,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"No offense, but [insert offensive words here]		",M,25-34
112,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username: any specific reason there's so much whitespace? You can easily have the wings twice as big as they are now, if you optimize the UV.		",M,25-34
113,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"So... I just realized that the 2 series I like most are House, and Castle. Fun coinkidink.		",M,25-34
114,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"RT @username: ""Our TF2 art thread has nearly 4 THOUSAND more replies than the WAYWO threa."" But it's also over twice as old... ;)		",M,25-34
115,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,This short movie is brilliant! Everyone who does 3D art will love it: http://t.co/LHPpClKD		,M,25-34
116,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,This makes me feel so sad: RT @username: @username: The future of games at retail http://t.co/rfSKaLsd		,M,25-34
117,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username That's because Eskimo's don't have all that many words for snow. The Sami, however, do.		",M,25-34
118,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,So this 3D marketing trend has really gone too far now. Why? 3D toothpaste...		,M,25-34
119,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"RT ""@username: I spent a week in Boston while my son was having a medical procedure done.""   Is he a Strogg now?		",M,25-34
120,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Well, this got a crapload of responses... http://t.co/MhDfGOrd		",M,25-34
121,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"RT @username: ""A guide on how to get more free space with Dropbox! http://t.co/4UHiMwUH Retweet for a chance to get +100GB!"" Mmmm. Spaaace.		",M,25-34
122,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Screw you, Garshasp. After wrestling with clunky controls for 4 hours, your last savegame is 3 hours ago? *Installs Prince of Persia*		",M,25-34
123,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Yup. We're living in the future. Invisibility http://t.co/F9FCLGw9 holograms http://t.co/3AIUfSoN and 'free' energy http://t.co/Cb9sAqkR		,M,25-34
124,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Worst news I heard about my country in a looong time: http://t.co/N3EmwKF1 Stupid copyright hypocrits.		,M,25-34
125,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username The DLC is sold as 'steampunk' and not as 'christmas' pack, so I see no reason for it to be temporary. Not 100% certain, though.		",M,25-34
126,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username - took a couple of minutes to whip this up: http://t.co/2UMqOKcH PSD: http://t.co/NMiSDWSE		,M,25-34
127,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Are you sure you want to know that? http://t.co/LnkaYKAR		,M,25-34
128,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Just saw a well-dressed man casually whacking the bejeezus out of a boxing bag with an umbrella. I'm done for today. http://t.co/BawwTgQ7		,M,25-34
129,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Steam just broke the 5 million user barrier! http://t.co/L3Li3wmH statistics&data: http://t.co/bWtmw55W		,M,25-34
130,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Made a background today. Warning: it's a bit bright.  http://t.co/NveGEojy		,M,25-34
131,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Dont worry bro! I h4xx0r3d the website to work via this link: http://t.co/9GJyU0IO  Good luck with your [nothing]! #confused		,M,25-34
132,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"I think I should write more stuff. Articles, tutorials, plotlines...		",M,25-34
133,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Steam. For phones. What magic is this!? http://t.co/cRPviIFQ		,M,25-34
134,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Pineapple Smash Crew. Buy it. Play it. Enjoy it. http://t.co/BxY0F3am		,M,25-34
135,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username We'll probably see some launch titles for the new xBox running UDK 4. I wouldn't be surprised if some corp's already have access.		,M,25-34
136,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username So far: bad, because they're not used well but as a substitute for real goals & gameplay. Design games, not achievements.		",M,25-34
137,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,*** BlackBerry App World Notification - Vendor Approved ***		,M,25-34
138,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Latest WIP of Teddy Protector: http://t.co/oXY8bpIZ		,M,25-34
139,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"damn adobe and their inconsistencies
damn RIM for not having compliant sofware
damn Unity for not running on Dalvik but on Mono		",M,25-34
140,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"but most of all, damn me for finding things out too late. =(		",M,25-34
141,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username @username 1 more way games are less forgiving: if you suck, you can't play any further. (first 45 sec) http://t.co/1Gzch69t		",M,25-34
142,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Good luck trying to get some sleep the next couple of days. And the ones after those... and those...		,M,25-34
143,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Thank you, Google, for understanding what I mean when I'm too tired to type well. http://t.co/NrjcbQHD		",M,25-34
144,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Thought I'd let you know: your game reached Kotaku http://t.co/m3BQfmJF and me and some other commenters would like to know more.		,M,25-34
145,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Cheap gamers rejoice! http://t.co/5OUXq5cY is a Steam-like program that lists 300+ FREE games. (comparison: Steam has ~1575 games in total)		,M,25-34
146,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username 5 years? Where was it at that time? The earliest I can think of is in Dr. Petter's Sculptris app. http://t.co/N4s9gySL		,M,25-34
147,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,So... Spotify is working on an online radio service? But they can't even keep their normal servers up&running... #spotify #priorities		,M,25-34
148,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Today's the 4rth time in about a month that Spotify lost its connection. You guys really need to fix server stability.		,M,25-34
149,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,I got a 9.3/10 in http://t.co/XMsMophT . Booyah! Bow before my color-controlling cortical cones.		,M,25-34
150,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Built a Crush the Castle level. Now I'm a real game designer, right? http://t.co/muFhF5sa		",M,25-34
151,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username NBA2K13 and Need for Speed: The Run don't have 16-player online either; does that make them bad games?		,M,25-34
152,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username I ordered one Friday but the store had no stock. Do I still get the $25 when they get stock? After all, I 'bought' yesterday.		",M,25-34
153,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"""@username: @username http://t.co/kXtcUNYU turbosquid's reply to someone selling my IP on their marketplace"" Goddamnit, Turbosquid... Sigh.		",M,25-34
154,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Dear Kotaku. I like you and all, but please learn the difference between parkour and freerunning. http://t.co/f96DfEBN		",M,25-34
155,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"""How Portal 2 Developers Became The Best 6th Grade Physics Teachers Ever http://t.co/zA896C54 "" Much better than Oregon Trail.		",M,25-34
156,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username http://t.co/T4dEzsP0 is not one band. It's one band, and an unrelated hiphop project. They shouldn't be merged because of the name.		",M,25-34
157,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username Do you mean Die Antwoord actually asked for it in a tweet or something, or just that they would work well as models?		",M,25-34
158,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Got a bit of extra work done on my sideproject, SomeHumans. Just some website mockups for now. Like? No like? http://t.co/bikeK1Dm		",M,25-34
159,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Pay what you want, help charity, and get 7 epic THQ games for Windows via Steam + awesome soundtracks! http://t.co/KuveKm6n SAVE THQ PEOPLE!		",M,25-34
160,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username I just wanted to say that it's refreshing to see such big news (the chapter 11) delivered clearly and without PR lingo.		,M,25-34
161,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,I beat the minimum and now own The Xmas Bundle 2.0 http://t.co/jLsNFiWj via @username		,M,25-34
162,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,http://t.co/2DObRjLu  Oooh... interesting stuff. A (linux based?) Steam console type thing.		,M,25-34
163,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Yay! My strip of silver finally arrived in the mail!		,M,25-34
164,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username Just wanted to say thanks for the treasury of useful, interesting information you put out. A must-watch for every developer.		",M,25-34
165,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username What happened guys, did the server crash? Or are you transferring to a new host or new software or something?		",M,25-34
166,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Playing Guitar Hero, soundcard crashes. Finished the set list anyway. =D		",M,25-34
167,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Xbox is going to be the new watercooler.. wait-what? Go home Xbox, you're drunk.

http://t.co/jM1fy5VsJS		",M,25-34
168,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,As of today I've got over 400 games on steam... and about 100 I've never played. Never gonna get rid of this backlog am I?		,M,25-34
169,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Hey I just saw you on KickStarter. I saw the game logo and immediately saw a cool ambigram possibility. http://t.co/ZFIy9RV77u		,M,25-34
170,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,I never thought I'd be amazed by tearing/crumpling paper. https://t.co/EtZhfO17tE #siggraph #3d		,M,25-34
171,03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Looks like Sony is 'winning' the E3 this year.
http://t.co/RCGYr4TROB

#E3 #PS4noDRM #399USdollars		",M,25-34
